Date,Close,High,Low,Open,Volume,Return,MA10,MA50
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,
2024-11-05,3927.004150390625,3941.4904650926896,3897.0919359979875,3897.0919359979875,967590,0.0018163477651691462,3986.0471923828127,4215.290668945312
2024-11-06,4093.42431640625,4103.460879411139,3930.860192931048,3958.893717952785,3792017,0.042378403394116804,3993.3052001953124,4208.436948242187
2024-11-07,4104.548828125,4158.835690041854,4039.434287799142,4123.139187393775,3724349,0.0027176541836044787,4003.490185546875,4201.630141601562
2024-11-08,4100.69287109375,4123.188835120126,4071.6705088499857,4108.6035397623655,1648039,-0.0009394350494330572,4012.3353271484375,4194.632768554688
2024-11-11,4151.8154296875,4187.017516194887,4071.670184427067,4082.102667599903,1406487,0.012466809927200062,4022.99990234375,4187.830229492188
2024-11-12,4150.529296875,4170.899361874765,4117.848545504403,4168.921695036513,1587640,-0.0003097760086596679,4035.078466796875,4181.647104492187
2024-11-13,4104.0048828125,4149.886656952062,4084.9201081020024,4131.4450102278615,1098813,-0.011209272537247017,4041.5750732421875,4174.705122070312
2024-11-14,4099.6044921875,4113.54714035881,4070.483636864711,4088.8263041787686,1825432,-0.0010722186621728858,4059.1218994140627,4168.328149414063
2024-11-18,3974.6162109375,4165.955491150563,3945.64334141305,4165.955491150563,3313944,-0.0304878876701854,4062.6124755859373,4159.516508789063
2024-11-19,3994.442626953125,4086.0084691042157,3969.276861314374,3975.011902789717,1776233,0.004988259233952075,4070.068310546875,4151.4801953125
2024-11-21,4027.37060546875,4046.7515971644048,3979.065992566774,3999.7325160916207,2384347,0.008243447607292786,4080.1049560546876,4144.244482421875
2024-11-22,4197.20263671875,4207.437159682903,4008.7308810677537,4025.541050031284,3096553,0.04216945692044982,4090.4827880859375,4139.255234375
2024-11-25,4266.91552734375,4279.77036282847,4204.717996833455,4232.207374969235,4052167,0.016609369777652594,4106.719458007812,4136.2225
2024-11-26,4304.095703125,4317.840392000199,4261.872320185588,4272.798737062877,2060669,0.008713595463277324,4127.059741210937,4133.176787109375
2024-11-27,4284.17041015625,4328.519689433695,4275.765325361396,4310.276000958651,1558993,-0.0046293796288691125,4140.295239257813,4129.635888671875
2024-11-28,4197.4990234375,4291.487932738633,4185.732001925564,4270.7716787896325,2558544,-0.02023061139521498,4144.992211914063,4124.54603515625
2024-11-29,4223.15966796875,4250.69877762643,4148.799195321535,4172.877387714522,2017425,0.006113317570288768,4156.907690429687,4120.1193359375
2024-12-02,4228.89453125,4240.3158474403,4182.814795327208,4222.318885289497,1670944,0.0013579555906320095,4169.836694335938,4118.954033203125
2024-12-03,4254.703125,4276.704669252223,4217.819830463763,4266.173689580409,2010905,0.006102917336737512,4197.845385742187,4119.291337890625
2024-12-04,4305.7763671875,4337.963186348146,4241.156003327436,4265.382423353607,3302642,0.012003949673339509,4228.978759765625,4120.87205078125
2024-12-05,4414.2021484375,4438.873738265356,4311.314212260404,4351.658427353676,3746747,0.02518147065794385,4267.6619140625,4124.944814453125
2024-12-06,4395.859375,4415.141628472613,4363.475077501124,4403.2756263356205,1842087,-0.004155399508378399,4287.527587890625,4128.595498046875
2024-12-09,4402.43505859375,4419.49243681023,4366.243655203445,4380.977660911499,2066639,0.0014958812447793957,4301.079541015625,4132.30962890625
2024-12-10,4383.0537109375,4443.6197624483075,4362.832355681408,4376.7252731413255,2087828,-0.00440241534475716,4308.975341796875,4135.2859375
2024-12-11,4378.01123046875,4398.974211726839,4357.78939153351,4382.362001459759,1635256,-0.0011504491620002444,4318.359423828125,4137.841796875
2024-12-12,4405.2041015625,4434.918355831787,4376.577177906687,4380.581760547963,1914642,0.006211238313986289,4339.129931640625,4141.734599609375
2024-12-13,4423.94189453125,4444.707397071101,4345.329634916102,4385.4271211844,1967048,0.004253558413355618,4359.208154296875,4145.61943359375
2024-12-16,4365.89794921875,4425.030000564014,4347.900986029043,4409.208664249149,1646224,-0.01312041312844825,4372.90849609375,4149.431416015625
2024-12-17,4280.166015625,4383.449872920127,4269.783263363463,4360.7559498455,3225027,-0.019636724126612104,4375.45478515625,4151.144052734375
2024-12-18,4299.2998046875,4313.291702065844,4241.700253645469,4263.553570434912,1575404,0.00447033806461028,4374.80712890625,4152.832939453125
2024-12-19,4224.19775390625,4315.269416292494,4214.40839877145,4234.185068873616,3015763,-0.017468437697544803,4355.806689453125,4153.406474609375
2024-12-20,4123.73193359375,4333.068167592305,4106.130891357154,4280.6599948669755,4116989,-0.0237834083926578,4328.5939453125,4151.976611328125
2024-12-23,4111.8662109375,4169.910931380412,4068.9509329664197,4153.150010175141,2195338,-0.0028774233745861855,4299.537060546875,4150.813505859375
2024-12-24,4132.82958984375,4170.899679378141,4111.866126630934,4111.866126630934,1181886,0.005098263861428087,4274.5146484375,4151.612431640625
2024-12-26,4122.5458984375,4153.051508900216,4096.885475626031,4132.82967041397,1208464,-0.0024882931131546826,4248.968115234375,4152.453291015625
2024-12-27,4118.34326171875,4134.263577490246,4100.9396957106965,4116.5138231945575,858100,-0.001019427514522775,4220.28203125,4153.601704101562
2024-12-30,4112.3603515625,4152.408106217715,4066.083139314673,4104.6476437974725,1527169,-0.0014527468392114828,4189.123876953125,4155.061528320312
2024-12-31,4049.07568359375,4093.7216633877815,3987.026378104897,4088.8267441658722,1555429,-0.015388891672565852,4157.441650390625,4154.978471679688
2025-01-01,4066.528564453125,4087.83773347844,4039.829818248196,4048.6798298866042,763161,0.004310337030767553,4136.077905273438,4154.76884765625
2025-01-02,4129.12158203125,4136.29062507016,4051.2016935812703,4073.994113145842,1720835,0.015392248347957382,4119.060083007813,4156.6654296875
2025-01-03,4054.118408203125,4133.274820319709,4046.6034183811225,4133.274820319709,1791953,-0.018164438207515454,4102.0521484375,4158.334580078125
2025-01-06,4049.273193359375,4103.312847713527,4020.99245861776,4059.6559451372195,2085593,-0.0011951340232061458,4094.6062744140627,4158.9031591796875
2025-01-07,3983.318115234375,4094.116959386962,3966.7551537812965,4069.000684555231,2669054,-0.016288127517096962,4081.75146484375,4158.5155419921875
2025-01-08,4062.523681640625,4079.9272487780195,3972.886016427021,3989.844415333019,2181277,0.019884318579358462,4074.7208740234373,4159.521186523438
2025-01-09,3993.75048828125,4091.546030013667,3980.3517453680224,4055.2063969756628,2392472,-0.016928687374839213,4061.8413330078124,4158.492802734375
2025-01-10,4218.017578125,4249.017605323046,4123.435749173168,4153.100754562903,7894300,0.05615450702336333,4071.8087646484373,4162.25828125
2025-01-13,4243.18359375,4274.678037775706,4180.194705698588,4197.598272132331,4003771,0.005966313596110329,4084.8910888671876,4166.341176757813
2025-01-14,4185.78173828125,4265.729028750886,4171.938068341188,4253.962005867611,3441709,-0.01352801598151443,4098.561694335937,4171.574086914063
2025-01-15,4202.14697265625,4208.920578752618,4160.4677368549255,4170.899737234007,1653474,0.003909719951551871,4112.12353515625,4176.822817382813
2025-01-16,4159.330078125,4246.050967542871,4145.041724021425,4212.430629187851,2637705,-0.010189290096196846,4115.144384765625,4181.6117333984375
2025-01-17,4087.964599609375,4123.945085907447,4063.9282428372853,4123.251059336668,1761466,-0.017157926198489215,4118.52900390625,4184.830942382812
2025-01-20,4041.87451171875,4109.275187749958,4032.260017399004,4109.275187749958,1287799,-0.011274580972405968,4117.789135742188,4183.799946289062
2025-01-21,4000.294189453125,4074.782019875334,3994.4956312570166,4059.22038554109,1971591,-0.010287385752593137,4119.486743164062,4181.714853515625
2025-01-22,4119.98046875,4126.472569686494,4008.570567070649,4014.319517493651,2409223,0.02991936933349315,4125.232421875,4182.10060546875
2025-01-23,4108.9287109375,4154.424234386973,4103.575897842693,4131.2798514749675,1822998,-0.0026824782050127727,4136.750244140625,4181.24287109375
2025-01-24,4115.767578125,4141.191502882228,4067.8434484989616,4067.8434484989616,1910099,0.0016643917839935796,4126.525244140625,4180.54763671875
2025-01-27,4029.335693359375,4119.732409603993,4005.4481609662266,4065.861139494707,1551782,-0.02100018602240905,4105.140454101563,4179.054252929687
2025-01-28,4004.704833984375,4065.8612059687466,3992.810554493486,4034.9361276903833,2468272,-0.0061128834253232345,4087.032763671875,4177.156259765625
2025-01-29,4063.680419921875,4071.6597895180053,4018.2841131724467,4018.2841131724467,1217089,0.014726574961786643,4073.1861083984377,4178.937543945312
2025-01-30,4063.92822265625,4093.5153399092133,4022.7444731997584,4063.7796409573857,1531251,6.097987754150047e-05,4063.6459228515623,4180.327255859375
2025-01-31,4076.16943359375,4092.0783226009103,4049.258723379119,4073.7906745213095,1492943,0.0030121621905760954,4062.46640625,4181.303232421875
2025-02-01,4037.265380859375,4099.462552267958,4020.2665694535635,4076.764398462157,437172,-0.009544267815205898,4062.0054931640625,4178.104487304688
2025-02-03,4032.804931640625,4041.0814645977634,3963.4712423764154,3995.387510672127,1265713,-0.001104819425519321,4065.2565673828126,4173.422275390625
2025-02-04,4070.866455078125,4082.562786773872,4030.2279094720234,4047.7223151411663,2547132,0.00943797780519362,4060.345166015625,4168.7576904296875
2025-02-05,4055.057373046875,4113.438365339778,4040.090307740948,4113.438365339778,1693912,-0.0038834685946352865,4054.9580322265624,4164.1754296875
2025-02-06,4046.78076171875,4103.030791288902,4015.8556837274673,4069.2311172534987,2284536,-0.0020410589954010794,4048.0593505859374,4161.161064453125
2025-02-07,3993.900634765625,4053.9668417349,3972.689266912831,4053.9668417349,1548940,-0.01306720824941987,4044.5158447265626,4156.575883789063
2025-02-10,4001.38427734375,4016.3017347020295,3978.9835293479905,4004.4074551323297,1339511,0.0018737678431410831,4044.1837890625,4152.025678710937
2025-02-11,3928.631103515625,4004.407529279412,3920.156380767345,3982.9977288616255,1810908,-0.018182001223941646,4030.678857421875,4145.50423828125
2025-02-12,3915.348876953125,3986.3181740377236,3905.4369774714623,3936.114499958995,1678002,-0.0033808790422226176,4015.8209228515625,4137.695688476562
2025-02-13,3875.701416015625,3949.346880165372,3867.871111944238,3933.0418533396723,2277310,-0.010126163001942579,3995.77412109375,4126.925673828125
2025-02-14,3900.183837890625,3913.2178888247336,3865.640771635375,3890.4205201714994,1681975,0.006316900928908131,3982.065966796875,4117.012163085938
2025-02-17,3870.10107421875,3899.3411770973394,3822.2265522941643,3822.523957670536,1799806,-0.007713165564048108,3965.7955810546873,4106.365483398437
2025-02-18,3839.076904296875,3889.825781845942,3830.4536000436697,3864.054842888474,2149879,-0.00801637200861427,3942.6166259765623,4095.485947265625
2025-02-19,3750.761962890625,3840.8114240852815,3734.9522896962358,3838.085651740005,4366672,-0.023004212629187948,3912.1870849609377,4082.9409619140624
2025-02-20,3746.103271484375,3754.6276020123996,3718.2509785534694,3728.3610678378145,2888572,-0.001242065332948905,3882.1193359375,4069.7589453125
2025-02-21,3752.645263671875,3783.3721530468956,3741.742173893642,3742.8325796673616,1833931,0.0017463459262583303,3857.993798828125,4056.3330126953124
2025-02-24,3643.218017578125,3730.046115354277,3637.6672568480726,3710.1727076920765,2508516,-0.029160029367304996,3822.1771728515623,4041.8794140625
2025-02-25,3597.573486328125,3625.7727916542253,3589.3465614482952,3593.0635237142064,4101954,-0.012528630191706913,3789.0714111328125,4028.2275634765624
2025-02-27,3580.723388671875,3605.9491251101153,3568.9776906850625,3579.8807803981495,3823856,-0.004683739670721221,3755.6088623046876,4013.85603515625
2025-02-28,3452.5625,3568.2839302375655,3426.5437630086844,3553.3664726312627,7085018,-0.03579189866420007,3713.294970703125,3998.423330078125
2025-03-03,3462.276123046875,3492.210011310126,3445.524867602231,3454.2969955057943,4990439,0.002813453209572492,3669.50419921875,3985.1942138671875
2025-03-04,3500.9326171875,3519.715618910179,3433.779496043832,3443.393990451693,2797737,0.011165052343256265,3632.587353515625,3972.9755419921876
2025-03-05,3515.80029296875,3568.63076468625,3489.831165175846,3489.831165175846,2501894,0.004246775761481025,3600.2596923828123,3960.6349560546873
2025-03-06,3569.869873046875,3577.6505690745926,3504.946930370165,3525.662703832945,2786513,0.015379024851399858,3582.1704833984377,3949.581435546875
2025-03-07,3579.385009765625,3593.063479132406,3542.9091721174527,3568.2837310004584,2051315,0.002665401557236269,3565.4986572265625,3938.8022705078124
2025-03-10,3558.02490234375,3590.1892097689415,3551.037206797617,3574.7265497742465,1004626,-0.005967535586028916,3546.03662109375,3927.7155615234374
2025-03-11,3543.801513671875,3557.132970240765,3506.4830664704914,3526.6538789597053,1995450,-0.003997551749147621,3536.094970703125,3917.610078125
2025-03-12,3475.31005859375,3537.804631618307,3456.130678783226,3533.592074446807,3174167,-0.01932711378272378,3523.8686279296876,3905.7857080078124
2025-03-13,3480.117431640625,3493.250698135823,3453.4049115822995,3471.444519804173,1693004,0.0013832932791095764,3513.8080322265623,3892.805625
2025-03-17,3466.885009765625,3499.346480347681,3446.714439651225,3458.261705673071,2690906,-0.003802291771735411,3515.240283203125,3881.06095703125
2025-03-18,3466.885009765625,3466.885009765625,3466.885009765625,3466.885009765625,0,0.0,3515.701171875,3869.413193359375
2025-03-19,3466.29052734375,3515.7508098576654,3432.2430552113424,3515.7508098576654,3051244,-0.00017147451392252044,3512.236962890625,3859.0726416015623
2025-03-20,3531.75830078125,3547.419150066534,3481.0590326792085,3481.0590326792085,2845192,0.018886983915819888,3513.832763671875,3848.457333984375
2025-03-21,3546.576904296875,3584.3907045989267,3434.473222657527,3444.385122290016,4161925,0.004195814734079262,3511.503466796875,3839.5138623046873
2025-03-24,3596.978759765625,3617.5955593477447,3535.1782109049886,3568.283858799063,1834751,0.014211409149956777,3513.262841796875,3827.0930859375
2025-03-25,3625.525146484375,3677.314822898512,3605.949144394821,3612.8874742493467,3135390,0.007936212200655213,3520.0128662109373,3814.7399169921873
2025-03-26,3603.7685546875,3648.074698112849,3593.906262847376,3615.613226474975,1734499,-0.006000949081258478,3526.0095703125,3803.0996533203124
2025-03-27,3619.03271484375,3630.728804709229,3578.6913320782614,3583.003105177864,2528474,0.004235610562835834,3540.3818359375,3791.4373681640627
2025-03-28,3574.379638671875,3628.6968978080436,3560.255181499984,3618.8346059350924,2051919,-0.012338400807687333,3549.808056640625,3779.738359375
2025-04-01,3519.517333984375,3552.4247920304606,3493.944584795584,3541.224297162105,2618493,-0.015348762647910852,3555.0712890625,3768.3694140625
2025-04-02,3512.7275390625,3532.70016154505,3498.9500956939714,3512.7771469574404,1764313,-0.0019291835435253368,3559.6555419921874,3757.786474609375
2025-04-03,3373.16796875,3471.147191731695,3366.2296391263217,3460.2441023230576,4537821,-0.03972968832924251,3550.3432861328124,3745.2439501953127
2025-04-04,3270.33203125,3369.698823950673,3266.4664872326007,3332.975429816177,5317367,-0.030486456189760425,3524.2006591796876,3728.2509814453124
2025-04-07,3245.20556640625,3262.402567174577,3029.1261531639934,3072.6889039036473,6623955,-0.007683154066208342,3494.063525390625,3710.9765185546876
2025-04-08,3263.93896484375,3319.4952110862437,3226.62075925165,3272.958890370874,5557558,0.005772638452067325,3460.7595458984374,3693.9399462890624
2025-04-09,3217.997314453125,3241.1910619537834,3183.751654070316,3231.824365539661,2990265,-0.014075523741548968,3420.0067626953123,3677.7131787109374
2025-04-11,3203.0302734375,3269.885986123682,3177.754930106955,3260.568897534981,7108961,-0.004651042108830494,3379.9329345703127,3661.6796875
2025-04-15,3219.583251953125,3285.199980380262,3210.0679733173506,3285.199980380262,3512160,0.005167911977884687,3339.98798828125,3644.797744140625
2025-04-16,3244.957763671875,3249.2199289296423,3200.5524047344097,3219.583203710541,2384391,0.007881303179023913,3307.04580078125,3628.4183349609375
2025-04-17,3269.83642578125,3274.4952121330816,3189.649255707432,3216.90697930344,2932346,0.0076668677749516245,3282.0777099609377,3612.2916748046873
2025-04-21,3292.336669921875,3324.451127849391,3255.1670463994083,3261.114186163003,2432946,0.0068811528195174,3260.038623046875,3597.3931005859376
2025-04-22,3285.199951171875,3304.528155653945,3265.9709624830452,3293.3279025458705,2710498,-0.0021676758683883968,3251.2418212890625,3582.4410009765625
2025-04-23,3382.931396484375,3390.7617005183133,3307.8983635128925,3335.354277518289,3543923,0.029749009730028142,3262.5017578125,3568.6822998046873
2025-04-24,3371.6318359375,3382.435709613338,3357.854150417322,3371.1362409617327,2252175,-0.0033401683991043374,3275.144384765625,3555.0137890625
2025-04-25,3417.623046875,3447.1605566409517,3375.001877786942,3389.8697274688225,2742991,0.013640638472827815,3290.51279296875,3542.430634765625
2025-04-28,3413.16259765625,3427.33666235926,3375.0017845272346,3404.7374830693248,1593296,-0.0013051320047798853,3310.0293212890624,3530.8158740234376
2025-04-29,3441.9072265625,3464.20900124865,3400.1780313538507,3424.5614018066053,1578332,0.008421699255109827,3333.9170166015624,3519.6263330078127
2025-04-30,3423.272705078125,3478.9775322470646,3336.345394272942,3441.411529683795,2809332,-0.005414010389520496,3354.2859619140627,3509.5191650390625
2025-05-02,3400.772705078125,3460.7396968173343,3389.869615670996,3441.411492868333,1721761,-0.006572657786399372,3369.8674560546874,3499.2276416015625
2025-05-05,3423.867431640625,3473.6251178455746,3416.036885981391,3419.605266533666,1284443,0.006791023265981355,3385.270556640625,3490.1909619140624
2025-05-06,3429.517333984375,3442.4028037363396,3406.7199644232073,3429.517333984375,1324763,0.0016501521909224603,3398.988623046875,3480.7776318359374
2025-05-07,3414.74853515625,3429.021573396319,3390.464381796455,3390.464381796455,1477128,-0.004306378242143749,3411.9434814453125,3471.6705810546873
2025-05-08,3418.514892578125,3446.367426731265,3398.4929041569826,3417.6229184266326,2543591,0.0011029677245919522,3415.5018310546875,3463.2593408203124
2025-05-09,3409.990966796875,3415.838890934778,3368.162797668319,3369.0547718623234,2531757,-0.0024934587237739336,3419.337744140625,3456.4439208984377
2025-05-12,3588.50390625,3598.5150212844183,3471.3453055594405,3474.1206857462844,2228678,0.05234997429357069,3436.425830078125,3453.29193359375
2025-05-13,3484.03271484375,3591.0812306910116,3479.5723600167807,3588.5040399950904,3062887,-0.029112742840907924,3443.512841796875,3447.9196826171874
2025-05-14,3517.435791015625,3529.6274760198758,3477.6892184929848,3489.9798773001917,2119499,0.009587474890680792,3451.0656982421874,3445.4040380859374
2025-05-15,3548.36083984375,3568.283854829107,3483.1407340889405,3532.601016280816,3548330,0.008791929878894988,3463.57451171875,3444.41978515625
2025-05-16,3529.9248046875,3562.2374517479043,3514.858765899419,3562.2374517479043,1666727,-0.0051956483538077025,3476.4897216796876,3443.4038134765624
2025-05-19,3487.79931640625,3518.7243950862435,3472.832251056607,3518.7243950862435,2537377,-0.01193382029705281,3482.88291015625,3444.1085498046873
2025-05-20,3467.47998046875,3526.6539743040653,3463.217815126027,3500.6848450385046,2038374,-0.005825832880326565,3486.6791748046876,3444.212626953125
2025-05-21,3494.737548828125,3505.8388277898753,3467.479825400299,3477.0943194478036,1440153,0.007860915856157336,3494.678076171875,3444.0887255859375
2025-05-22,3446.367431640625,3466.984230851952,3420.8938985047307,3464.208850613743,2034383,-0.013840843986616336,3497.463330078125,3442.700068359375
2025-05-23,3483.63623046875,3503.856408277913,3435.067923819353,3446.3673922439334,1274331,0.010813936577384498,3504.8278564453126,3440.9753955078127
2025-05-26,3506.13623046875,3513.7683446247133,3479.1759124424952,3489.9797860151243,967470,0.0064587685141201945,3496.5910888671874,3439.510419921875
2025-05-27,3467.876220703125,3508.812413930258,3452.4138027169333,3500.8828943507547,2467680,-0.01091229982256281,3494.975439453125,3437.7074462890623
2025-05-28,3466.885009765625,3497.909303330544,3462.226465438818,3488.9885938576126,1222933,-0.0002858265042975372,3489.920361328125,3436.1691162109373
2025-05-29,3467.28173828125,3501.3785765264042,3455.7838378087213,3473.823446903422,3188072,0.00011443371052322071,3481.812451171875,3436.0085498046874
2025-05-30,3432.88720703125,3475.8057806517286,3422.678144045855,3459.252956735212,3404365,-0.009919739394194549,3472.10869140625,3435.0639453125
2025-06-02,3419.4072265625,3429.517315916676,3388.482147718656,3419.6054161596917,1877585,-0.003926718140095042,3465.269482421875,3434.1143896484373
2025-06-03,3375.199951171875,3442.898272790372,3370.5414068299006,3415.6405493121124,2848125,-0.012928344728061592,3456.0414794921876,3432.2806884765623
2025-06-04,3380.89990234375,3394.800048828125,3370.0,3389.0,2544807,0.001688774370210533,3444.65771484375,3430.5728759765625
2025-06-05,3371.10009765625,3409.0,3363.699951171875,3409.0,3584683,-0.0028985787720915424,3437.1309814453125,3427.3597119140627
2025-06-06,3384.199951171875,3390.89990234375,3358.699951171875,3371.10009765625,2070390,0.0038859283723828852,3427.187353515625,3424.1121728515627
2025-06-09,3421.89990234375,3434.0,3390.89990234375,3400.0,1718678,0.011139989278358131,3418.763720703125,3420.610595703125
2025-06-10,3462.89990234375,3485.800048828125,3423.199951171875,3440.0,2419874,0.011981647964605324,3418.2660888671876,3417.3580908203126
2025-06-11,3471.89990234375,3489.0,3449.10009765625,3470.0,2847013,0.0025989778087169846,3418.767578125,3414.7207177734376
2025-06-12,3434.199951171875,3474.699951171875,3423.199951171875,3471.89990234375,4060134,-0.010858593920413773,3415.4593994140623,3411.0240625
2025-06-13,3445.699951171875,3450.5,3393.199951171875,3393.199951171875,2178493,0.003348669315563768,3416.740673828125,3408.45046875
2025-06-16,3496.300048828125,3509.0,3426.199951171875,3440.0,1934088,0.014684998221926149,3424.4299560546874,3407.986123046875
2025-06-17,3515.300048828125,3520.0,3488.10009765625,3510.0,2111940,0.005434316201313516,3438.4399658203124,3408.0375732421876
2025-06-18,3451.39990234375,3538.0,3443.10009765625,3519.10009765625,2696327,-0.01817772184359545,3445.4899658203126,3409.6022119140625
2025-06-19,3424.0,3451.0,3413.0,3450.0,2672768,-0.007938779370406657,3450.7799560546873,3412.6755712890626
2025-06-20,3435.699951171875,3446.300048828125,3410.89990234375,3425.0,2351248,0.003417041814215871,3455.9299560546874,3416.485458984375
2025-06-23,3393.60009765625,3425.0,3370.0,3415.0,3123421,-0.012253646742715452,3453.0999755859375,3419.078681640625
2025-06-24,3390.39990234375,3442.10009765625,3382.0,3434.60009765625,3403048,-0.0009430089640527495,3445.8499755859375,3422.5267333984375
2025-06-25,3444.800048828125,3450.0,3400.0,3407.300048828125,1757699,0.016045348056660913,3443.139990234375,3427.36212890625
2025-06-26,3441.800048828125,3451.39990234375,3415.300048828125,3444.800048828125,2879106,-0.0008708778325233757,3443.9,3431.80646484375
